movie_id,title,imdbId
745,Carmen Miranda: Bananas Is My Business (1994),0109381
746,Ashes of Time (1994),0109688
747,"Jar, The (Khomreh) (1992)",0104606
748,Maya Lin: A Strong Clear Vision (1994),0110480
749,Stalingrad (1993),0108211
750,"Phantom, The (1996)",0117331
751,Striptease (1996),0117765
752,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",0116833
753,Heavy (1995),0113280
754,Jack (1996),0116669
755,I Shot Andy Warhol (1996),0116594
756,"Grass Harp, The (1995)",0113211
757,Someone Else's America (1995),0114494
758,Marlene Dietrich: Shadow and Light (1996),0116992
759,Costa Brava (1946),0038426
760,"Vie est belle, La (Life is Rosey) (1987)",0094265
761,Quartier Mozart (1992),0105201
762,Touki Bouki (Journey of the Hyena) (1973),0070820
763,Wend Kuuni (God's Gift) (1982),0084898
764,Spirits of the Dead (Tre Passi nel Delirio) (1968),0063715
765,Babyfever (1994),0109191
766,Pharaoh's Army (1995),0114122
767,Trainspotting (1996),0117951
768,'Til There Was You (1997),0118523
769,Independence Day (ID4) (1996),0116629
770,Stealing Beauty (1996),0117737
771,"Fan, The (1996)",0116277
772,"Hunchback of Notre Dame, The (1996)",0116583
773,"Cable Guy, The (1996)",0115798
774,Kingpin (1996),0116778
775,Eraser (1996),0116213
776,"Gate of Heavenly Peace, The (1995)",0113147
777,"Nutty Professor, The (1996)",0117218
778,"I, Worst of All (Yo, la peor de todas) (1990)",0100990
779,An Unforgettable Summer (1994),0111546
780,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",0113610
781,"Hungarian Fairy Tale, A (1987)",0093199
782,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),0106810
783,Midnight Dancers (Sibak) (1994),0111180
784,Somebody to Love (1994),0111237
785,"Very Natural Thing, A (1974)",0072362
786,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",0103207
787,Daylight (1996),0116040
788,"Frighteners, The (1996)",0116365
789,Lone Star (1996),0116905
790,Harriet the Spy (1996),0116493
791,Phenomenon (1996),0117333
792,Walking and Talking (1996),0118113
793,She's the One (1996),0117628
794,"Time to Kill, A (1996)",0117913
795,American Buffalo (1996),0115530
796,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0114266
797,Alaska (1996),0115493
798,Fled (1996),0116320
799,Kazaam (1996),0116756
800,"Bewegte Mann, Der (1994)",0109255
801,Magic Hunter (1994),0109356
802,Larger Than Life (1996),0116823
803,"Boy Called Hate, A (1995)",0112568
804,Power 98 (1995),0114170
805,Two Deaths (1995),0117999
806,"Very Brady Sequel, A (1996)",0118073
807,Stefano Quantestorie (1993),0108220
808,"Death in the Garden (Mort en ce jardin, La) (1956)",0049521
809,"Crude Oasis, The (1995)",0112746
810,Hedd Wyn (1992),0104403
811,"Collectionneuse, La (1967)",0061495
812,Kaspar Hauser (1993),0110246
813,Echte Kerle (1996),0116164
814,Diebinnen (1995),0112865
815,"Convent, The (Convento, O) (1995)",0112716
816,"Adventures of Pinocchio, The (1996)",0115472
817,Joe's Apartment (1996),0116707
818,"First Wives Club, The (1996)",0116313
819,Stonewall (1995),0114550
820,Ransom (1996),0117438
821,High School High (1996),0116531
822,Phat Beach (1996),0117332
823,Foxfire (1996),0116353
824,Chain Reaction (1996),0115857
825,Matilda (1996),0117008
826,Emma (1996),0116191
827,"Crow: City of Angels, The (1996)",0115986
828,House Arrest (1996),0116571
829,Eyes Without a Face (1959),0053459
830,Tales from the Crypt Presents: Bordello of Blood (1996),0117826
831,Lotto Land (1995),0113695
832,"Story of Xinghua, The (1993)",0108148
833,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",0111424
834,Flirt (1995),0113080
835,"Big Squeeze, The (1996)",0115680
836,"Spitfire Grill, The (1996)",0117718
837,Escape from L.A. (1996),0116225
838,Cyclo (1995),0112767
839,Basquiat (1996),0115632
840,Tin Cup (1996),0117918
841,Dingo (1992),0104109
842,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0051980
843,Every Other Weekend (1990),0100840
844,Mille bolle blu (1993),0107575
845,Crows and Sparrows (1949),0042054
846,"Godfather, The (1972)",0068646
847,"Hippie Revolution, The (1996)",0116536
848,Supercop (1992),0104558
849,Manny & Lo (1996),0116985
850,Celestial Clockwork (1994),0107537
851,"Wife, The (1995)",0114936
852,Small Faces (1995),0114474
853,Bound (1996),0115736
854,Carpool (1996),0115836
855,Death in Brunswick (1991),0101692
856,Kansas City (1996),0116745
857,Gone Fishin' (1997),0119214
858,Lover's Knot (1996),0116934
859,Aiqing wansui (1994),0109066
860,Shadow of Angels (Schatten der Engel) (1976),0075169
861,Killer: A Journal of Murder (1995),0113542
862,Nothing to Lose (1994),0110693
863,Police Story 4: Project S (Chao ji ji hua) (1993),0106544
864,Girls Town (1996),0116418
865,Bye-Bye (1995),0112607
866,"Relic, The (1997)",0120004
867,"Island of Dr. Moreau, The (1996)",0116654
868,First Kid (1996),0116311
869,"Trigger Effect, The (1996)",0117965
870,Sweet Nothing (1995),0114592
871,Bogus (1996),0115725
872,Bulletproof (1996),0115783
873,Talk of Angels (1998),0120271
874,Land Before Time III: The Time of the Great Giving (1995),0113596
875,1-900 (1994),0109001
876,Baton Rouge (1988),0094822
877,Halloween: The Curse of Michael Myers (1995),0113253
878,Twelfth Night (1996),0117991
879,Mother Night (1996),0117093
880,Liebelei (1933),0024252
881,Venice/Venice (1992),0105729
882,Wild Reeds (1994),0111019
883,For Whom the Bell Tolls (1943),0035896
884,"Philadelphia Story, The (1940)",0032904
885,Singin' in the Rain (1952),0045152
886,"American in Paris, An (1951)",0043278
887,Funny Face (1957),0050419
888,Breakfast at Tiffany's (1961),0054698
889,Vertigo (1958),0052357
890,Rear Window (1954),0047396
891,It Happened One Night (1934),0025316
892,Gaslight (1944),0036855
893,"Gay Divorcee, The (1934)",0025164
894,North by Northwest (1959),0053125
895,"Apartment, The (1960)",0053604
896,Some Like It Hot (1959),0053291
897,Charade (1963),0056923
898,Casablanca (1942),0034583
899,"Maltese Falcon, The (1941)",0033870
900,My Fair Lady (1964),0058385
901,Sabrina (1954),0047437
902,Roman Holiday (1953),0046250
903,"Little Princess, The (1939)",0031580
904,Meet Me in St. Louis (1944),0037059
905,"Wizard of Oz, The (1939)",0032138
906,Gone with the Wind (1939),0031381
907,My Favorite Year (1982),0084370
908,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0043014
909,Citizen Kane (1941),0033467
910,2001: A Space Odyssey (1968),0062622
911,Golden Earrings (1947),0039428
912,All About Eve (1950),0042192
913,"Women, The (1939)",0032143
914,Rebecca (1940),0032976
915,Foreign Correspondent (1940),0032484
916,Notorious (1946),0038787
917,Spellbound (1945),0038109
918,"Affair to Remember, An (1957)",0050105
919,To Catch a Thief (1955),0048728
920,Father of the Bride (1950),0042451
921,"Band Wagon, The (1953)",0045537
922,Ninotchka (1939),0031725
923,Love in the Afternoon (1957),0050658
924,Gigi (1958),0051658
925,"Reluctant Debutante, The (1958)",0052126
926,"Adventures of Robin Hood, The (1938)",0029843
927,"Mark of Zorro, The (1940)",0032762
928,Laura (1944),0037008
929,"Ghost and Mrs. Muir, The (1947)",0039420
930,Lost Horizon (1937),0029162
931,Top Hat (1935),0027125
932,To Be or Not to Be (1942),0035446
933,My Man Godfrey (1936),0028010
934,Giant (1956),0049261
935,East of Eden (1955),0048028
936,"Thin Man, The (1934)",0025878
937,His Girl Friday (1940),0032599
938,Around the World in 80 Days (1956),0048960
939,It's a Wonderful Life (1946),0038650
940,Mr. Smith Goes to Washington (1939),0031679
941,Bringing Up Baby (1938),0029947
942,Penny Serenade (1941),0034012
943,"Scarlet Letter, The (1926)",0017350
944,Lady of Burlesque (1943),0036094
945,Of Human Bondage (1934),0025586
946,Angel on My Shoulder (1946),0038300
947,Little Lord Fauntleroy (1936),0027893
948,They Made Me a Criminal (1939),0032022
949,"Inspector General, The (1949)",0041509
950,Angel and the Badman (1947),0039152
951,"39 Steps, The (1935)",0026029
952,"Walk in the Sun, A (1945)",0038235
953,"Outlaw, The (1943)",0036241
954,Night of the Living Dead (1968),0063350
955,"African Queen, The (1951)",0043265
956,Beat the Devil (1954),0046414
957,Cat on a Hot Tin Roof (1958),0051459
958,"Last Time I Saw Paris, The (1954)",0047162
959,Meet John Doe (1941),0033891
960,Algiers (1938),0029855
961,Something to Sing About (1937),0029588
962,"Farewell to Arms, A (1932)",0022879
963,Moonlight Murder (1936),0027980
964,"Blue Angel, The (Blaue Engel, Der) (1930)",0020697
965,Nothing Personal (1995),0114007
966,In the Line of Duty 2 (1987),0095337
967,Dangerous Ground (1997),0118927
968,Picnic (1955),0048491
969,Madagascar Skin (1995),0113730
970,"Pompatus of Love, The (1996)",0117357
971,Small Wonders (1996),0117669
972,Fly Away Home (1996),0116329
973,Bliss (1997),0118742
974,Grace of My Heart (1996),0116442
975,Schlafes Bruder (Brother of Sleep) (1995),0114354
976,Maximum Risk (1996),0117011
977,Michael Collins (1996),0117039
978,"Rich Man's Wife, The (1996)",0117473
979,Infinity (1996),0116635
980,Big Night (1996),0115678
981,Last Man Standing (1996),0116830
982,Caught (1996),0115847
983,Set It Off (1996),0117603
984,2 Days in the Valley (1996),0115438
985,Curdled (1996),0115994
986,"Associate, The (L'Associe)(1982)",0083587
987,Ed's Next Move (1996),0116167
988,Extreme Measures (1996),0116259
989,"Glimmer Man, The (1996)",0116421
990,D3: The Mighty Ducks (1996),0116000
991,"Chamber, The (1996)",0115862
992,"Apple Dumpling Gang, The (1975)",0072653
993,"Davy Crockett, King of the Wild Frontier (1955)",0047977
994,Escape to Witch Mountain (1975),0072951
995,"Love Bug, The (1969)",0064603
996,Herbie Rides Again (1974),0071607
997,Old Yeller (1957),0050798
998,"Parent Trap, The (1961)",0055277
999,Pollyanna (1960),0054195
1000,Homeward Bound: The Incredible Journey (1993),0107131
1001,"Shaggy Dog, The (1959)",0053271
1002,Swiss Family Robinson (1960),0054357
1003,That Darn Cat! (1965),0059793
1004,"20,000 Leagues Under the Sea (1954)",0046672
1005,Cool Runnings (1993),0106611
1006,Angels in the Outfield (1994),0109127
1007,Cinderella (1950),0042332
1008,Winnie the Pooh and the Blustery Day (1968),0063819
1009,"Three Caballeros, The (1945)",0038166
1010,"Sword in the Stone, The (1963)",0057546
1011,So Dear to My Heart (1949),0041890
1012,Robin Hood: Prince of Thieves (1991),0102798
1013,Mary Poppins (1964),0058331
1014,Dumbo (1941),0033563
1015,Pete's Dragon (1977),0076538
1016,Bedknobs and Broomsticks (1971),0066817
1017,Alice in Wonderland (1951),0043274
1018,"Fox and the Hound, The (1981)",0082406
1019,Freeway (1996),0116361
1020,"Sound of Music, The (1965)",0059742
1021,Die Hard (1988),0095016
1022,"Lawnmower Man, The (1992)",0104692
1023,Unhook the Stars (1996),0118044
1024,Synthetic Pleasures (1995),0114597
1025,"Secret Agent, The (1996)",0117582
1026,Secrets & Lies (1996),0117589
1027,That Thing You Do! (1996),0117887
1028,To Gillian on Her 37th Birthday (1996),0117924
1029,Surviving Picasso (1996),0117791
1030,Love Is All There Is (1996),0116928
1031,Beautiful Thing (1996),0115640
1032,"Long Kiss Goodnight, The (1996)",0116908
1033,"Ghost and the Darkness, The (1996)",0116409
1034,Looking for Richard (1996),0116913
1035,Trees Lounge (1996),0117958
1036,"Proprietor, The (1996)",0117400
1037,Normal Life (1996),0117202
1038,Get on the Bus (1996),0116404
1039,Shadow Conspiracy (1997),0120107
1040,Jude (1996),0116722
1041,Everyone Says I Love You (1996),0116242
1042,Bitter Sugar (Azucar Amargo) (1996),0115600
1043,William Shakespeare's Romeo and Juliet (1996),0117509
1044,Swingers (1996),0117802
1045,Sleepers (1996),0117665
1046,"Sunchaser, The (1996)",0117781
1047,Johns (1996),0116714
1048,Aladdin and the King of Thieves (1996),0115491
1049,"Woman in Question, The (1950)",0043140
1050,Shall We Dance? (1937),0029546
1051,"Damsel in Distress, A (1937)",0028757
1052,Crossfire (1947),0039286
1053,"Murder, My Sweet (1944)",0037101
1054,Macao (1952),0044863
1055,For the Moment (1994),0109823
1056,Willy Wonka and the Chocolate Factory (1971),0067992
1057,"Sexual Life of the Belgians, The (1994)",0111622
1058,"Innocents, The (1961)",0055018
1059,Sleeper (1973),0070707
1060,Bananas (1971),0066808
1061,"Fish Called Wanda, A (1988)",0095159
1062,Monty Python's Life of Brian (1979),0079470
1063,Victor/Victoria (1982),0084865
1064,"Candidate, The (1972)",0068334
1065,"Great Race, The (1965)",0059243
1066,Bonnie and Clyde (1967),0061418
1067,"Old Man and the Sea, The (1958)",0052027
1068,Dial M for Murder (1954),0046912
1069,Madame Butterfly (1995),0113731
1070,Dirty Dancing (1987),0092890
1071,Reservoir Dogs (1992),0105236
1072,Platoon (1986),0091763
1073,Weekend at Bernie's (1989),0098627
1074,Basic Instinct (1992),0103772
1075,"Doors, The (1991)",0101761
1076,"Crying Game, The (1992)",0104036
1077,Glengarry Glen Ross (1992),0104348
1078,Sophie's Choice (1982),0084707
1079,E.T. the Extra-Terrestrial (1982),0083866
1080,"Search for One-eye Jimmy, The (1996)",0117577
1081,"Christmas Carol, A (1938)",0029992
1082,Days of Thunder (1990),0099371
1083,Top Gun (1986),0092099
1084,American Strays (1996),0115531
1085,Rebel Without a Cause (1955),0048545
1086,"Streetcar Named Desire, A (1951)",0044081
1087,Children of the Corn IV: The Gathering (1996),0115885
1088,"Leopard Son, The (1996)",0116859
1089,Loser (1991),0102336
1090,Prerokbe Ognja (1995),0114176
1091,Charm's Incidents (1996),0115870
1092,Bird of Prey (1996),0115684
1093,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),0117040
1094,Palookaville (1996),0117284
1095,"Associate, The (1996)",0115580
1096,"Funeral, The (1996)",0116378
1097,Sleepover (1995),0114472
1098,"Single Girl, A (La Fille Seule) (1995)",0113057
1099,"Eighth Day, The (Le Huitième jour ) (1996)",0116581
1100,Tashunga (1995),0114622
1101,Drunks (1997),0112907
1102,"People vs. Larry Flynt, The (1996)",0117318
1103,Glory Daze (1996),0116422
1104,Plutonium Circus (1995),0114147
1105,"Perfect Candidate, A (1996)",0117320
1106,On Golden Pond (1981),0082846
1107,"Return of the Pink Panther, The (1974)",0072081
1108,Drop Dead Fred (1991),0101775
1109,"Abyss, The (1989)",0096754
1110,"Fog, The (1980)",0080749
1111,Escape from New York (1981),0082340
1112,"Howling, The (1980)",0082533
1113,Jean de Florette (1986),0091288
1114,Manon of the Spring (Manon des sources) (1986),0091480
1115,Talking About Sex (1994),0111357
1116,Johnny 100 Pesos (1993),0107274
1117,Private Benjamin (1980),0081375
1118,Monty Python and the Holy Grail (1974),0071853
1119,Hustler White (1996),0116587
1120,Dadetown (1995),0112777
1121,Everything Relative (1996),0116245
1122,Entertaining Angels: The Dorothy Day Story (1996),0116212
1123,Hoogste tijd (1995),0113328
1124,Get Over It (1996),0116403
1125,Three Lives and Only One Death (1996),0117968
1126,"Line King: Al Hirschfeld, The (1996)",0116886
1127,Snowriders (1996),0117677
1128,Curtis's Charm (1995),0112759
1129,When We Were Kings (1996),0118147
1130,"Wrong Trousers, The (1993)",0108598
1131,JLG/JLG - autoportrait de décembre (1994),0110173
1132,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0084589
1133,Faust (1994),0109781
1134,He Walked by Night (1948),0040427
1135,Raw Deal (1948),0040723
1136,T-Men (1947),0039881
1137,"Invitation, The (Zaproszenie) (1986)",0092281
1138,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",0034493
1139,"Symphonie pastorale, La (1946)",0039004
1140,Here Comes Cookie (1935),0026465
1141,Love in Bloom (1935),0026656
1142,Six of a Kind (1934),0025799
1143,"Tin Drum, The (Blechtrommel, Die) (1979)",0078875
1144,"Ruling Class, The (1972)",0069198
1145,Mina Tannenbaum (1994),0110521
1146,Two or Three Things I Know About Her (1966),0060304
1147,"Bloody Child, The (1996)",0115715
1148,Farmer & Chase (1995),0113031
1149,Dear God (1996),0116059
1150,Bad Moon (1996),0115610
1151,American Dream (1990),0099028
1152,Best of the Best 3: No Turning Back (1995),0112483
1153,Bob Roberts (1992),0103850
1154,Cinema Paradiso (1988),0095765
1155,"Cook the Thief His Wife & Her Lover, The (1989)",0097108
1156,Grosse Fatigue (1994),0109942
1157,Delicatessen (1991),0101700
1158,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",0101765
1159,Enchanted April (1991),0101811
1160,Paths of Glory (1957),0050825
1161,"Grifters, The (1990)",0099703
1162,Hear My Song (1991),0102014
1163,"Shooter, The (1995)",0114432
1164,"English Patient, The (1996)",0116209
1165,Mediterraneo (1991),0102426
1166,My Left Foot (1989),0097937
1167,"Sex, Lies, and Videotape (1989)",0098724
1168,Passion Fish (1992),0105107
1169,Strictly Ballroom (1992),0105488
1170,"Thin Blue Line, The (1988)",0096257
1171,Tie Me Up! Tie Me Down! (1990),0101026
1172,Madonna: Truth or Dare (1991),0102370
1173,Paris Is Burning (1990),0100332
1174,One Flew Over the Cuckoo's Nest (1975),0073486
1175,Up in Smoke (1978),0078446
1176,Star Wars: Episode V - The Empire Strikes Back (1980),0080684
1177,"Princess Bride, The (1987)",0093779
1178,Raiders of the Lost Ark (1981),0082971
1179,Brazil (1985),0088846
1180,Aliens (1986),0090605
1181,"Good, The Bad and The Ugly, The (1966)",0060196
1182,Withnail and I (1987),0094336
1183,12 Angry Men (1957),0050083
1184,Lawrence of Arabia (1962),0056172
1185,"Transformers: The Movie, The (1986)",0092106
1186,"Clockwork Orange, A (1971)",0066921
1187,To Kill a Mockingbird (1962),0056592
1188,Apocalypse Now (1979),0078788
1189,Once Upon a Time in the West (1969),0064116
1190,Star Wars: Episode VI - Return of the Jedi (1983),0086190
1191,Wings of Desire (Der Himmel über Berlin) (1987),0093191
1192,"Third Man, The (1949)",0041959
1193,GoodFellas (1990),0099685
1194,Alien (1979),0078748
1195,Army of Darkness (1993),0106308
1196,"Big Blue, The (Le Grand Bleu) (1988)",0095250
1197,Ran (1985),0089881
1198,"Killer, The (Die xue shuang xiong) (1989)",0097202
1199,Psycho (1960),0054215
1200,"Blues Brothers, The (1980)",0080455
1201,"Godfather: Part II, The (1974)",0071562
1202,Full Metal Jacket (1987),0093058
1203,"Grand Day Out, A (1992)",0104361
1204,Henry V (1989),0097499
1205,Amadeus (1984),0086879
1206,"Quiet Man, The (1952)",0045061
1207,Once Upon a Time in America (1984),0087843
1208,Raging Bull (1980),0081398
1209,Annie Hall (1977),0075686
1210,"Right Stuff, The (1983)",0086197
1211,Stalker (1979),0079944
1212,"Boat, The (Das Boot) (1981)",0082096
1213,"Sting, The (1973)",0070735
1214,Harold and Maude (1971),0067185
1215,Trust (1990),0103130
1216,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0050976
1217,Local Hero (1983),0085859
1218,"Terminator, The (1984)",0088247
1219,Braindead (1992),0103873
1220,Glory (1989),0097441
1221,Rosencrantz and Guildenstern Are Dead (1990),0100519
1222,Manhattan (1979),0079522
1223,Miller's Crossing (1990),0100150
1224,Dead Poets Society (1989),0097165
1225,"Graduate, The (1967)",0061722
1226,Touch of Evil (1958),0052311
1227,Nikita (La Femme Nikita) (1990),0100263
1228,"Bridge on the River Kwai, The (1957)",0050212
1229,8 1/2 (1963),0056801
1230,Chinatown (1974),0071315
1231,"Day the Earth Stood Still, The (1951)",0043456
1232,"Treasure of the Sierra Madre, The (1948)",0040897
1233,Bad Taste (1987),0092610
1234,Duck Soup (1933),0023969
1235,Better Off Dead... (1985),0088794
1236,"Shining, The (1980)",0081505
1237,Stand by Me (1986),0092005
1238,M (1931),0022100
1239,Evil Dead II (Dead By Dawn) (1987),0092991
1240,"Great Escape, The (1963)",0057115
1241,"Deer Hunter, The (1978)",0077416
1242,Diva (1981),0082269
1243,Groundhog Day (1993),0107048
1244,Unforgiven (1992),0105695
1245,"Manchurian Candidate, The (1962)",0056218
1246,Pump Up the Volume (1990),0100436
1247,Arsenic and Old Lace (1944),0036613
1248,Back to the Future (1985),0088763
1249,Fried Green Tomatoes (1991),0101921
1250,Patton (1970),0066206
1251,Down by Law (1986),0090967
1252,Akira (1988),0094625
1253,Highlander (1986),0091203
1254,Cool Hand Luke (1967),0061512
1255,Cyrano de Bergerac (1990),0099334
1256,Young Frankenstein (1974),0072431
1257,Night on Earth (1991),0102536
1258,Raise the Red Lantern (1991),0101640
1259,"Great Dictator, The (1940)",0032553
1260,Fantasia (1940),0032455
1261,High Noon (1952),0044706
1262,"Big Sleep, The (1946)",0038355
1263,Heathers (1989),0097493
1264,Somewhere in Time (1980),0081534
1265,Ben-Hur (1959),0052618
1266,This Is Spinal Tap (1984),0088258
1267,Koyaanisqatsi (1983),0085809
1268,Some Kind of Wonderful (1987),0094006
1269,Indiana Jones and the Last Crusade (1989),0097576
1270,Being There (1979),0078841
1271,Gandhi (1982),0083987
1272,M*A*S*H (1970),0066026
1273,"Unbearable Lightness of Being, The (1988)",0096332
1274,"Room with a View, A (1986)",0091867
1275,Real Genius (1985),0089886
1276,Pink Floyd - The Wall (1982),0084503
1277,"Killing Fields, The (1984)",0087553
1278,My Life as a Dog (Mitt liv som hund) (1985),0089606
1279,Forbidden Planet (1956),0049223
1280,Field of Dreams (1989),0097351
1281,"Man Who Would Be King, The (1975)",0073341
1282,Butch Cassidy and the Sundance Kid (1969),0064115
1283,"Paris, Texas (1984)",0087884
1284,Until the End of the World (Bis ans Ende der Welt) (1991),0101458
1285,When Harry Met Sally... (1989),0098635
1286,I Shot a Man in Vegas (1995),0113369
1287,Parallel Sons (1995),0114089
1288,Hype! (1996),0116589
1289,Santa with Muscles (1996),0117550
1290,Female Perversions (1996),0116293
1291,Mad Dog Time (1996),0116953
1292,Breathing Room (1996),0115754
1293,Paris Was a Woman (1995),0114093
1294,Anna (1996),0115548
1295,I'm Not Rappaport (1996),0116601
1296,Blue Juice (1995),0112537
1297,Kids of Survival (1993),0107314
1298,Alien³ (1992),0103644
1299,"American Werewolf in London, An (1981)",0082010
1300,Amityville 1992: It's About Time (1992),0103678
1301,Amityville 3-D (1983),0085159
1302,Amityville: Dollhouse (1996),0115535
1303,Amityville: A New Generation (1993),0106262
1304,Amityville II: The Possession (1982),0083550
1305,"Amityville Horror, The (1979)",0078767
1306,"Amityville Curse, The (1990)",0099030
1307,Blood For Dracula (Andy Warhol's Dracula) (1974),0071233
1308,April Fool's Day (1986),0090655
1309,Audrey Rose (1977),0075704
1310,"Believers, The (1987)",0092632
1311,"Birds, The (1963)",0056869
1312,"Blob, The (1958)",0051418
1313,Blood Beach (1981),0082083
1314,Body Parts (1991),0101492
1315,"Body Snatcher, The (1945)",0037549
1316,Bram Stoker's Dracula (1992),0103874
1317,Bride of Frankenstein (1935),0026138
1318,Burnt Offerings (1976),0074258
1319,Candyman (1992),0103919
1320,Cape Fear (1991),0101540
1321,Cape Fear (1962),0055824
1322,Carrie (1976),0074285
1323,Cat People (1982),0083722
1324,"Nightmare on Elm Street, A (1984)",0087800
1325,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0013442
1326,Nosferatu a Venezia (1986),0091651
1327,"Omen, The (1976)",0075005
1328,Blood & Wine (1997),0115710
1329,Albino Alligator (1996),0115495
1330,"Mirror Has Two Faces, The (1996)",0117057
1331,Breaking the Waves (1996),0115751
1332,Nightwatch (1997),0119791
1333,Star Trek: First Contact (1996),0117731
1334,Shine (1996),0117631
1335,Sling Blade (1996),0117666
1336,Jingle All the Way (1996),0116705
1337,Identification of a Woman (Identificazione di una donna) (1982),0084116
1338,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0117293
1339,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0065777
1340,"Preacher's Wife, The (1996)",0117372
1341,Zero Kelvin (Kjærlighetens kjøtere) (1995),0113557
1342,Ridicule (1996),0117477
1343,"Crucible, The (1996)",0115988
1344,101 Dalmatians (1996),0115433
1345,"Forbidden Christ, The (Cristo proibito, Il) (1950)",0042354
1346,I Can't Sleep (J'ai pas sommeil) (1994),0110171
1347,Die Hard 2 (1990),0099423
1348,Star Trek: The Motion Picture (1979),0079945
1349,Star Trek VI: The Undiscovered Country (1991),0102975
1350,Star Trek V: The Final Frontier (1989),0098382
1351,Star Trek: The Wrath of Khan (1982),0084726
1352,Star Trek III: The Search for Spock (1984),0088170
1353,Star Trek IV: The Voyage Home (1986),0092007
1354,Batman Returns (1992),0103776
1355,Young Guns (1988),0096487
1356,Young Guns II (1990),0100994
1357,Grease (1978),0077631
1358,Grease 2 (1982),0084021
1359,Marked for Death (1990),0100114
1360,Adrenalin: Fear the Rush (1996),0115471
1361,"Substance of Fire, The (1996)",0117773
1362,Under Siege (1992),0105690
1363,Terror in a Texas Town (1958),0052287
1364,Jaws (1975),0073195
1365,Jaws 2 (1978),0077766
1366,Jaws 3-D (1983),0085750
1367,My Fellow Americans (1996),0117119
1368,Mars Attacks! (1996),0116996
1369,Citizen Ruth (1996),0115906
1370,Jerry Maguire (1996),0116695
1371,Raising Arizona (1987),0093822
1372,Tin Men (1987),0094155
1373,Sneakers (1992),0105435
1374,Bastard Out of Carolina (1996),0115633
1375,In Love and War (1996),0116621
1376,Marvin's Room (1996),0116999
1377,Somebody is Waiting (1996),0117691
1378,Ghosts of Mississippi (1996),0116410
1379,Night Falls on Manhattan (1997),0119783
1380,Beavis and Butt-head Do America (1996),0115641
1381,"Cérémonie, La (1995)",0112769
1382,Scream (1996),0117571
1383,"Last of the Mohicans, The (1992)",0104691
1384,Michael (1996),0117038
1385,"Evening Star, The (1996)",0116240
1386,Hamlet (1996),0116477
1387,Some Mother's Son (1996),0117690
1388,"Whole Wide World, The (1996)",0118163
1389,Mother (1996),0117091
1390,"Thieves (Voleurs, Les) (1996)",0118100
1391,Evita (1996),0116250
1392,"Portrait of a Lady, The (1996)",0117364
1393,Walkabout (1971),0067959
1394,Message to Love: The Isle of Wight Festival (1996),0117028
1395,Grateful Dead (1995),0113212
1396,Murder at 1600 (1997),0119731
1397,Hearts and Minds (1996),0116506
1398,Inside (1996),0116640
1399,Fierce Creatures (1997),0119115
1400,Zeus and Roxanne (1997),0120550
1401,Turbulence (1997),0120390
1402,Angel Baby (1995),0112362
1403,Jackie Chan's First Strike (1996),0116704
1404,Underworld (1997),0301971
1405,Beverly Hills Ninja (1997),0118708
1406,Metro (1997),0119664
1407,"Machine, The (1994)",0110425
1408,"Stranger, The (1994)",0123281
1409,Falling in Love Again (1980),0080714
1410,"Cement Garden, The (1993)",0106535
1411,Dante's Peak (1997),0118928
1412,Meet Wally Sparks (1997),0119644
1413,Amos & Andrew (1993),0106266
1414,Benny & Joon (1993),0106387
1415,Prefontaine (1997),0119937
1416,"Tickle in the Heart, A (1996)",0117907
1417,Guantanamera (1994),0109949
1418,McHale's Navy (1997),0119640
1419,Kolya (1996),0116790
1420,Gridlock'd (1997),0119225
1421,Fire on the Mountain (1996),0116310
1422,Waiting for Guffman (1996),0118111
1423,Prisoner of the Mountains (Kavkazsky Plennik) (1996),0116754
1424,"Beautician and the Beast, The (1997)",0118691
1425,SubUrbia (1997),0120238
1426,Hotel de Love (1996),0116565
1427,"Pest, The (1997)",0119887
1428,Fools Rush In (1997),0119141
1429,Touch (1997),0120357
1430,Absolute Power (1997),0118548
1431,That Darn Cat! (1997),0120317
1432,Vegas Vacation (1997),0120434
1433,Unforgotten: Twenty-Five Years After Willowbrook (1996),0118042
1434,That Old Feeling (1997),0120318
1435,Lost Highway (1997),0116922
1436,Rosewood (1997),0120036
1437,Donnie Brasco (1997),0119008
1438,Salut cousin! (1996),0117544
1439,Booty Call (1997),0118750
1440,Rhyme & Reason (1997),0120014
1441,Boys Life 2 (1997),0118762
1442,City of Industry (1997),0118859
