movie_id,title,imdbId,tmdbId
654,Und keiner weint mir nach (1996),0118026,278978
655,Mutters Courage (1995),0117117,124625
656,Eddie (1996),0116168,11107
657,Yankee Zulu (1994),0111787,16417
658,Billy's Holiday (1995),0112509,70934
659,Purple Noon (1960),0054189,10363
660,August (1996),0115591,161070
661,James and the Giant Peach (1996),0116683,10539
662,Fear (1996),0116287,10543
663,Kids in the Hall: Brain Candy (1996),0116768,18414
664,Faithful (1996),0116269,47502
665,Underground (1995),0114787,11902
666,All Things Fair (1996),0113720,27098
667,Bloodsport 2 (1995),0112536,25087
668,Pather Panchali (1955),0048473,5801
669,Aparajito (1956),0048956,897
670,"World of Apu, The (Apur Sansar) (1959)",0052572,896
671,Mystery Science Theater 3000: The Movie (1996),0117128,3065
672,Tarantella (1995),0114616,318177
673,Space Jam (1996),0117705,2300
674,Barbarella (1968),0062711,8069
675,Hostile Intentions (1994),0110061,288173
676,They Bite (1996),0140614,187851
678,Some Folks Call It a Sling Blade (1993),0108181,27768
679,"Run of the Country, The (1995)",0114307,221917
680,Alphaville (1965),0058898,8072
681,Clean Slate (Coup de Torchon) (1981),0082206,35797
682,Tigrero: A Film That Was Never Made (1994),0111430,88030
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",0107727,185191
684,Windows (1980),0081759,83857
685,It's My Party (1995),0113443,33245
687,Country Life (1994),0109491,124460
688,Operation Dumbo Drop (1995),0114048,27281
690,"Promise, The (Versprechen, Das) (1994)",0111613,105045
691,Mrs. Winterbourne (1996),0117104,40001
692,Solo (1996),0117688,29621
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),0109751,117730
694,"Substitute, The (1996)",0117774,20762
695,True Crime (1995),0114736,37144
696,Butterfly Kiss (1995),0112604,48260
697,Feeling Minnesota (1996),0116289,12656
698,Delta of Venus (1994),0109593,38867
699,To Cross the Rubicon (1991),0103095,277270
700,Angus (1995),0112368,25969
701,Daens (1992),0104046,44103
702,Faces (1968),0062952,753
703,Boys (1996),0115742,43634
704,"Quest, The (1996)",0117420,9103
705,Cosi (1996),0115951,90214
706,Sunset Park (1996),0117784,29649
707,Mulholland Falls (1996),0117107,10990
708,"Truth About Cats & Dogs, The (1996)",0117979,8866
709,Oliver & Company (1988),0095776,12233
710,Celtic Pride (1996),0115851,23449
711,Flipper (1996),0116322,36355
712,Captives (1994),0109374,37667
713,Of Love and Shadows (1994),0110712,90148
714,Dead Man (1995),0112817,922
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0113362,11876
716,Switchblade Sisters (1975),0073778,52633
717,Mouth to Mouth (Boca a boca) (1995),0112546,62364
718,"Visitors, The (Les Visiteurs) (1993)",0108500,11687
719,Multiplicity (1996),0117108,9304
720,Wallace & Gromit: The Best of Aardman Animation (1996),0118114,503475
721,Halfmoon (Paul Bowles - Halbmond) (1995),0114103,
722,"Haunted World of Edward D. Wood Jr., The (1995)",0113270,73183
723,Two Friends (1986),0092123,131232
724,"Craft, The (1996)",0115963,9100
725,"Great White Hype, The (1996)",0116448,20759
726,Last Dance (1996),0116827,46063
727,War Stories (1995),0114894,365371
728,Cold Comfort Farm (1995),0112701,32513
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",0113429,40651
730,"Low Life, The (1994)",0125877,
731,Heaven's Prisoners (1996),0116508,36915
732,Original Gangstas (1996),0117260,40507
733,"Rock, The (1996)",0117500,9802
734,Getting Away With Murder (1996),0116405,25697
735,Cemetery Man (Dellamorte Dellamore) (1994),0109592,21588
736,Twister (1996),0117998,664
737,Barb Wire (1996),0115624,11867
738,"Garcu, Le (1995)",0113145,47119
739,Honigmond (1996),0116559,314352
741,Ghost in the Shell (Kokaku kidotai) (1995),0113568,9323
742,Thinner (1996),0117894,10280
743,Spy Hard (1996),0117723,10535
744,Brothers in Trouble (1995),0112586,124613
745,"Close Shave, A (1995)",0112691,532
746,Force of Evil (1948),0040366,26744
747,"Stupids, The (1996)",0117768,16299
748,"Arrival, The (1996)",0115571,10547
749,"Man from Down Under, The (1943)",0031612,245268
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0057012,935
751,Careful (1992),0103926,55613
752,Vermont Is For Lovers (1992),0105737,215107
753,"Month by the Lake, A (1995)",0113849,41007
754,Gold Diggers: The Secret of Bear Mountain (1995),0113188,35645
755,Kim (1950),0042644,110465
756,Carmen Miranda: Bananas Is My Business (1994),0109381,255546
757,Ashes of Time (1994),0109688,40751
758,"Jar, The (Khomreh) (1992)",0104606,275096
759,Maya Lin: A Strong Clear Vision (1994),0110480,85778
760,Stalingrad (1993),0108211,11101
761,"Phantom, The (1996)",0117331,9826
762,Striptease (1996),0117765,9879
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",0116833,63564
764,Heavy (1995),0113280,22621
765,Jack (1996),0116669,7095
766,I Shot Andy Warhol (1996),0116594,26890
767,"Grass Harp, The (1995)",0113211,46732
768,Someone Else's America (1995),0114494,124633
769,Marlene Dietrich: Shadow and Light (1996),0116992,581579
770,Costa Brava (1946),0038426,
771,"Vie est belle, La (Life is Rosey) (1987)",0094265,202425
772,Quartier Mozart (1992),0105201,196940
773,Touki Bouki (Journey of the Hyena) (1973),0070820,77771
774,Wend Kuuni (God's Gift) (1982),0084898,181083
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),0063715,41225
776,Babyfever (1994),0109191,188589
777,Pharaoh's Army (1995),0114122,87190
778,Trainspotting (1996),0117951,627
779,'Til There Was You (1997),0118523,32872
780,Independence Day (ID4) (1996),0116629,602
781,Stealing Beauty (1996),0117737,14553
782,"Fan, The (1996)",0116277,9566
783,"Hunchback of Notre Dame, The (1996)",0116583,10545
784,"Cable Guy, The (1996)",0115798,9894
785,Kingpin (1996),0116778,11543
786,Eraser (1996),0116213,9268
787,"Gate of Heavenly Peace, The (1995)",0113147,52059
788,"Nutty Professor, The (1996)",0117218,9327
789,"I, Worst of All (Yo, la peor de todas) (1990)",0100990,123763
790,An Unforgettable Summer (1994),0111546,81949
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",0113610,
792,"Hungarian Fairy Tale, A (1987)",0093199,42005
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),0106810,124306
794,Midnight Dancers (Sibak) (1994),0111180,183955
795,Somebody to Love (1994),0111237,44535
796,"Very Natural Thing, A (1974)",0072362,44495
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",0103207,78285
798,Daylight (1996),0116040,11228
799,"Frighteners, The (1996)",0116365,10779
800,Lone Star (1996),0116905,26748
801,Harriet the Spy (1996),0116493,38223
802,Phenomenon (1996),0117333,9294
803,Walking and Talking (1996),0118113,49963
804,She's the One (1996),0117628,11363
805,"Time to Kill, A (1996)",0117913,1645
806,American Buffalo (1996),0115530,31546
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0114266,77056
808,Alaska (1996),0115493,36344
809,Fled (1996),0116320,18550
810,Kazaam (1996),0116756,11511
811,"Bewegte Mann, Der (1994)",0109255,159
812,Magic Hunter (1994),0109356,172198
813,Larger Than Life (1996),0116823,34170
814,"Boy Called Hate, A (1995)",0112568,281085
815,Power 98 (1995),0114170,109478
816,Two Deaths (1995),0117999,124645
818,"Very Brady Sequel, A (1996)",0118073,12606
819,Stefano Quantestorie (1993),0108220,69895
820,"Death in the Garden (Mort en ce jardin, La) (1956)",0049521,35206
821,"Crude Oasis, The (1995)",0112746,525936
822,Hedd Wyn (1992),0104403,151489
823,"Collectionneuse, La (1967)",0061495,4837
824,Kaspar Hauser (1993),0110246,12632
825,Echte Kerle (1996),0116164,9098
826,Diebinnen (1995),0112865,282919
827,"Convent, The (Convento, O) (1995)",0112716,124614
828,"Adventures of Pinocchio, The (1996)",0115472,18975
829,Joe's Apartment (1996),0116707,11962
830,"First Wives Club, The (1996)",0116313,2925
831,Stonewall (1995),0114550,28628
832,Ransom (1996),0117438,3595
833,High School High (1996),0116531,9308
834,Phat Beach (1996),0117332,92381
835,Foxfire (1996),0116353,18555
836,Chain Reaction (1996),0115857,12123
837,Matilda (1996),0117008,10830
838,Emma (1996),0116191,3573
839,"Crow: City of Angels, The (1996)",0115986,10546
840,House Arrest (1996),0116571,18862
841,Eyes Without a Face (1959),0053459,31417
842,Tales from the Crypt Presents: Bordello of Blood (1996),0117826,9431
843,Lotto Land (1995),0113695,124619
844,"Story of Xinghua, The (1993)",0108148,12780
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",0111424,48144
846,Flirt (1995),0113080,46986
847,"Big Squeeze, The (1996)",0115680,144982
848,"Spitfire Grill, The (1996)",0117718,47907
849,Escape from L.A. (1996),0116225,10061
850,Cyclo (1995),0112767,36266
851,Basquiat (1996),0115632,549
852,Tin Cup (1996),0117918,10478
853,Dingo (1992),0104109,66634
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0051980,116690
855,Every Other Weekend (1990),0100840,213917
856,Mille bolle blu (1993),0107575,145925
857,Crows and Sparrows (1949),0042054,100914
858,"Godfather, The (1972)",0068646,238
859,"Hippie Revolution, The (1996)",0116536,484245
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0109255,159
861,Supercop (1992),0104558,11134
862,Manny & Lo (1996),0116985,88224
863,Celestial Clockwork (1994),0107537,145079
864,"Wife, The (1995)",0114936,132641
865,Small Faces (1995),0114474,42758
866,Bound (1996),0115736,9303
867,Carpool (1996),0115836,23945
868,Death in Brunswick (1991),0101692,37820
869,Kansas City (1996),0116745,22479
870,Gone Fishin' (1997),0119214,9054
871,Lover's Knot (1996),0116934,241058
872,Aiqing wansui (1994),0109066,11985
873,Shadow of Angels (Schatten der Engel) (1976),0075169,10232
874,Killer: A Journal of Murder (1995),0113542,59569
875,Nothing to Lose (1994),0110693,410921
876,Police Story 4: Project S (Chao ji ji hua) (1993),0106544,38955
877,Girls Town (1996),0116418,110513
878,Bye-Bye (1995),0112607,114089
879,"Relic, The (1997)",0120004,11015
880,"Island of Dr. Moreau, The (1996)",0116654,9306
881,First Kid (1996),0116311,12559
882,"Trigger Effect, The (1996)",0117965,58770
884,Sweet Nothing (1995),0114592,124851
885,Bogus (1996),0115725,3587
886,Bulletproof (1996),0115783,10723
887,Talk of Angels (1998),0120271,56077
888,Land Before Time III: The Time of the Great Giving (1995),0113596,
889,1-900 (1994),0109001,101230
890,Baton Rouge (1988),0094822,253632
891,Halloween: The Curse of Michael Myers (1995),0113253,10987
892,Twelfth Night (1996),0117991,44705
893,Mother Night (1996),0117093,20318
894,Liebelei (1933),0024252,43596
895,Venice/Venice (1992),0105729,79782
896,Wild Reeds (1994),0111019,26933
897,For Whom the Bell Tolls (1943),0035896,27854
898,"Philadelphia Story, The (1940)",0032904,981
899,Singin' in the Rain (1952),0045152,872
900,"American in Paris, An (1951)",0043278,2769
901,Funny Face (1957),0050419,13320
902,Breakfast at Tiffany's (1961),0054698,164
903,Vertigo (1958),0052357,426
904,Rear Window (1954),0047396,567
905,It Happened One Night (1934),0025316,3078
906,Gaslight (1944),0036855,13528
907,"Gay Divorcee, The (1934)",0025164,28288
908,North by Northwest (1959),0053125,213
909,"Apartment, The (1960)",0053604,284
910,Some Like It Hot (1959),0053291,239
911,Charade (1963),0056923,4808
912,Casablanca (1942),0034583,289
913,"Maltese Falcon, The (1941)",0033870,963
914,My Fair Lady (1964),0058385,11113
915,Sabrina (1954),0047437,6620
916,Roman Holiday (1953),0046250,804
917,"Little Princess, The (1939)",0031580,26531
918,Meet Me in St. Louis (1944),0037059,909
919,"Wizard of Oz, The (1939)",0032138,630
920,Gone with the Wind (1939),0031381,770
921,My Favorite Year (1982),0084370,31044
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0043014,599
923,Citizen Kane (1941),0033467,15
924,2001: A Space Odyssey (1968),0062622,62
925,Golden Earrings (1947),0039428,121357
926,All About Eve (1950),0042192,705
927,"Women, The (1939)",0032143,22490
928,Rebecca (1940),0032976,223
929,Foreign Correspondent (1940),0032484,25670
930,Notorious (1946),0038787,303
931,Spellbound (1945),0038109,4174
932,"Affair to Remember, An (1957)",0050105,8356
933,To Catch a Thief (1955),0048728,381
934,Father of the Bride (1950),0042451,20758
935,"Band Wagon, The (1953)",0045537,29376
936,Ninotchka (1939),0031725,1859
937,Love in the Afternoon (1957),0050658,18299
938,Gigi (1958),0051658,17281
939,"Reluctant Debutante, The (1958)",0052126,64382
940,"Adventures of Robin Hood, The (1938)",0029843,10907
941,"Mark of Zorro, The (1940)",0032762,32093
942,Laura (1944),0037008,1939
943,"Ghost and Mrs. Muir, The (1947)",0039420,22292
944,Lost Horizon (1937),0029162,3598
945,Top Hat (1935),0027125,3080
946,To Be or Not to Be (1942),0035446,198
947,My Man Godfrey (1936),0028010,13562
948,Giant (1956),0049261,1712
949,East of Eden (1955),0048028,220
950,"Thin Man, The (1934)",0025878,3529
951,His Girl Friday (1940),0032599,3085
952,Around the World in 80 Days (1956),0048960,2897
953,It's a Wonderful Life (1946),0038650,1585
954,Mr. Smith Goes to Washington (1939),0031679,3083
955,Bringing Up Baby (1938),0029947,900
956,Penny Serenade (1941),0034012,43795
957,"Scarlet Letter, The (1926)",0017350,85638
958,Lady of Burlesque (1943),0036094,50001
959,Of Human Bondage (1934),0025586,43905
960,Angel on My Shoulder (1946),0038300,22688
961,Little Lord Fauntleroy (1936),0027893,23114
962,They Made Me a Criminal (1939),0032022,26378
963,"Inspector General, The (1949)",0041509,40206
964,Angel and the Badman (1947),0039152,22356
965,"39 Steps, The (1935)",0026029,260
966,"Walk in the Sun, A (1945)",0038235,43488
967,"Outlaw, The (1943)",0036241,22613
968,Night of the Living Dead (1968),0063350,10331
969,"African Queen, The (1951)",0043265,488
970,Beat the Devil (1954),0046414,22733
971,Cat on a Hot Tin Roof (1958),0051459,261
972,"Last Time I Saw Paris, The (1954)",0047162,57575
973,Meet John Doe (1941),0033891,32574
974,Algiers (1938),0029855,22657
975,Something to Sing About (1937),0029588,76464
976,"Farewell to Arms, A (1932)",0022879,22649
977,Moonlight Murder (1936),0027980,176841
978,"Blue Angel, The (Blaue Engel, Der) (1930)",0020697,228
979,Nothing Personal (1995),0114007,125587
980,In the Line of Duty 2 (1987),0095337,
981,Dangerous Ground (1997),0118927,52855
982,Picnic (1955),0048491,39940
983,Madagascar Skin (1995),0113730,172868
984,"Pompatus of Love, The (1996)",0117357,85328
985,Small Wonders (1996),0117669,124632
986,Fly Away Home (1996),0116329,11076
987,Bliss (1997),0118742,63945
988,Grace of My Heart (1996),0116442,58985
989,Schlafes Bruder (Brother of Sleep) (1995),0114354,890
990,Maximum Risk (1996),0117011,10861
991,Michael Collins (1996),0117039,1770
992,"Rich Man's Wife, The (1996)",0117473,44465
993,Infinity (1996),0116635,2033
994,Big Night (1996),0115678,18203
996,Last Man Standing (1996),0116830,9333
997,Caught (1996),0115847,47260
998,Set It Off (1996),0117603,9400
999,2 Days in the Valley (1996),0115438,9401
1000,Curdled (1996),0115994,12241
1001,"Associate, The (L'Associe)(1982)",0083587,25739
1002,Ed's Next Move (1996),0116167,161806
1003,Extreme Measures (1996),0116259,11306
1004,"Glimmer Man, The (1996)",0116421,9625
1005,D3: The Mighty Ducks (1996),0116000,10680
1006,"Chamber, The (1996)",0115862,6346
1007,"Apple Dumpling Gang, The (1975)",0072653,18660
1008,"Davy Crockett, King of the Wild Frontier (1955)",0047977,35115
1009,Escape to Witch Mountain (1975),0072951,14821
1010,"Love Bug, The (1969)",0064603,14136
1011,Herbie Rides Again (1974),0071607,10869
1012,Old Yeller (1957),0050798,22660
1013,"Parent Trap, The (1961)",0055277,19186
1014,Pollyanna (1960),0054195,31102
1015,Homeward Bound: The Incredible Journey (1993),0107131,6878
1016,"Shaggy Dog, The (1959)",0053271,15944
1017,Swiss Family Robinson (1960),0054357,18444
1018,That Darn Cat! (1965),0059793,20723
1019,"20,000 Leagues Under the Sea (1954)",0046672,173
1020,Cool Runnings (1993),0106611,864
1021,Angels in the Outfield (1994),0109127,24795
1022,Cinderella (1950),0042332,11224
1023,Winnie the Pooh and the Blustery Day (1968),0063819,81310
1024,"Three Caballeros, The (1945)",0038166,15947
1025,"Sword in the Stone, The (1963)",0057546,9078
1026,So Dear to My Heart (1949),0041890,29682
1027,Robin Hood: Prince of Thieves (1991),0102798,8367
1028,Mary Poppins (1964),0058331,433
1029,Dumbo (1941),0033563,11360
1030,Pete's Dragon (1977),0076538,11114
1031,Bedknobs and Broomsticks (1971),0066817,12335
1032,Alice in Wonderland (1951),0043274,12092
1033,"Fox and the Hound, The (1981)",0082406,10948
1034,Freeway (1996),0116361,11229
1035,"Sound of Music, The (1965)",0059742,15121
1036,Die Hard (1988),0095016,562
1037,"Lawnmower Man, The (1992)",0104692,10163
1038,Unhook the Stars (1996),0118044,48862
1039,Synthetic Pleasures (1995),0114597,117036
1040,"Secret Agent, The (1996)",0117582,47199
1041,Secrets & Lies (1996),0117589,11159
1042,That Thing You Do! (1996),0117887,9591
1043,To Gillian on Her 37th Birthday (1996),0117924,30500
1044,Surviving Picasso (1996),0117791,41843
1045,Love Is All There Is (1996),0116928,55058
1046,Beautiful Thing (1996),0115640,10938
1047,"Long Kiss Goodnight, The (1996)",0116908,11412
1049,"Ghost and the Darkness, The (1996)",0116409,10586
1050,Looking for Richard (1996),0116913,42314
1051,Trees Lounge (1996),0117958,27845
1052,"Proprietor, The (1996)",0117400,108365
1053,Normal Life (1996),0117202,23223
1054,Get on the Bus (1996),0116404,49471
1055,Shadow Conspiracy (1997),0120107,38153
1056,Jude (1996),0116722,25147
1057,Everyone Says I Love You (1996),0116242,9716
1058,Bitter Sugar (Azucar Amargo) (1996),0115600,43777
1059,William Shakespeare's Romeo and Juliet (1996),0117509,454
1060,Swingers (1996),0117802,10218
1061,Sleepers (1996),0117665,819
1062,"Sunchaser, The (1996)",0117781,38191
1063,Johns (1996),0116714,56830
1064,Aladdin and the King of Thieves (1996),0115491,
1065,"Woman in Question, The (1950)",0043140,27256
1066,Shall We Dance? (1937),0029546,31530
1067,"Damsel in Distress, A (1937)",0028757,66473
1068,Crossfire (1947),0039286,28120
1069,"Murder, My Sweet (1944)",0037101,1834
1070,Macao (1952),0044863,26282
1071,For the Moment (1994),0109823,37218
1073,Willy Wonka and the Chocolate Factory (1971),0067992,252
1075,"Sexual Life of the Belgians, The (1994)",0111622,116356
1076,"Innocents, The (1961)",0055018,16372
1077,Sleeper (1973),0070707,11561
1078,Bananas (1971),0066808,11302
1079,"Fish Called Wanda, A (1988)",0095159,623
1080,Monty Python's Life of Brian (1979),0079470,583
1081,Victor/Victoria (1982),0084865,12614
1082,"Candidate, The (1972)",0068334,21711
1083,"Great Race, The (1965)",0059243,11575
1084,Bonnie and Clyde (1967),0061418,475
1085,"Old Man and the Sea, The (1958)",0052027,11331
1086,Dial M for Murder (1954),0046912,521
1087,Madame Butterfly (1995),0113731,21202
1088,Dirty Dancing (1987),0092890,88
1089,Reservoir Dogs (1992),0105236,500
1090,Platoon (1986),0091763,792
1091,Weekend at Bernie's (1989),0098627,8491
1092,Basic Instinct (1992),0103772,402
1093,"Doors, The (1991)",0101761,10537
1094,"Crying Game, The (1992)",0104036,11386
1095,Glengarry Glen Ross (1992),0104348,9504
1096,Sophie's Choice (1982),0084707,15764
1097,E.T. the Extra-Terrestrial (1982),0083866,601
1098,"Search for One-eye Jimmy, The (1996)",0117577,67365
1099,"Christmas Carol, A (1938)",0029992,25842
1100,Days of Thunder (1990),0099371,2119
1101,Top Gun (1986),0092099,744
1102,American Strays (1996),0115531,136311
1103,Rebel Without a Cause (1955),0048545,221
1104,"Streetcar Named Desire, A (1951)",0044081,702
1105,Children of the Corn IV: The Gathering (1996),0115885,25750
1106,"Leopard Son, The (1996)",0116859,17642
1107,Loser (1991),0102336,
1108,Prerokbe Ognja (1995),0114176,124839
1109,Charm's Incidents (1996),0115870,427043
1110,Bird of Prey (1996),0115684,146341
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),0117040,9305
1112,Palookaville (1996),0117284,37616
1113,"Associate, The (1996)",0115580,11112
1114,"Funeral, The (1996)",0116378,21612
1115,Sleepover (1995),0114472,141210
1116,"Single Girl, A (La Fille Seule) (1995)",0113057,102461
1117,"Eighth Day, The (Le Huitième jour ) (1996)",0116581,36998
1118,Tashunga (1995),0114622,200383
1119,Drunks (1997),0112907,116844
1120,"People vs. Larry Flynt, The (1996)",0117318,1630
1121,Glory Daze (1996),0116422,26626
1122,Plutonium Circus (1995),0114147,470646
1123,"Perfect Candidate, A (1996)",0117320,124837
1124,On Golden Pond (1981),0082846,11816
1125,"Return of the Pink Panther, The (1974)",0072081,11843
1126,Drop Dead Fred (1991),0101775,10379
1127,"Abyss, The (1989)",0096754,2756
1128,"Fog, The (1980)",0080749,790
1129,Escape from New York (1981),0082340,1103
1130,"Howling, The (1980)",0082533,11298
1131,Jean de Florette (1986),0091288,4480
1132,Manon of the Spring (Manon des sources) (1986),0091480,4481
1133,Talking About Sex (1994),0111357,575751
1134,Johnny 100 Pesos (1993),0107274,49688
1135,Private Benjamin (1980),0081375,10765
1136,Monty Python and the Holy Grail (1974),0071853,762
1137,Hustler White (1996),0116587,44497
1138,Dadetown (1995),0112777,85588
1139,Everything Relative (1996),0116245,278621
1140,Entertaining Angels: The Dorothy Day Story (1996),0116212,99479
1141,Hoogste tijd (1995),0113328,566972
1142,Get Over It (1996),0116403,
1143,Three Lives and Only One Death (1996),0117968,55049
1144,"Line King: Al Hirschfeld, The (1996)",0116886,124829
1145,Snowriders (1996),0117677,79306
1146,Curtis's Charm (1995),0112759,356054
1147,When We Were Kings (1996),0118147,10548
1148,"Wrong Trousers, The (1993)",0108598,531
1149,JLG/JLG - autoportrait de décembre (1994),0110173,104931
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0084589,4483
1151,Faust (1994),0109781,18919
1152,He Walked by Night (1948),0040427,31556
1153,Raw Deal (1948),0040723,26167
1154,T-Men (1947),0039881,26174
1155,"Invitation, The (Zaproszenie) (1986)",0092281,572997
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",0034493,61461
1157,"Symphonie pastorale, La (1946)",0039004,117500
1158,Here Comes Cookie (1935),0026465,218713
1159,Love in Bloom (1935),0026656,217802
1160,Six of a Kind (1934),0025799,127973
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",0078875,659
1162,"Ruling Class, The (1972)",0069198,30892
1163,Mina Tannenbaum (1994),0110521,86369
1164,Two or Three Things I Know About Her (1966),0060304,8074
1165,"Bloody Child, The (1996)",0115715,124676
1166,Farmer & Chase (1995),0113031,559489
1167,Dear God (1996),0116059,38554
1168,Bad Moon (1996),0115610,49763
1169,American Dream (1990),0099028,41326
1170,Best of the Best 3: No Turning Back (1995),0112483,36555
1171,Bob Roberts (1992),0103850,10608
1172,Cinema Paradiso (1988),0095765,11216
1173,"Cook the Thief His Wife & Her Lover, The (1989)",0097108,7452
1174,Grosse Fatigue (1994),0109942,64567
1175,Delicatessen (1991),0101700,892
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",0101765,1600
1177,Enchanted April (1991),0101811,26561
1178,Paths of Glory (1957),0050825,975
1179,"Grifters, The (1990)",0099703,18129
1180,Hear My Song (1991),0102014,54405
1181,"Shooter, The (1995)",0114432,55261
1183,"English Patient, The (1996)",0116209,409
1184,Mediterraneo (1991),0102426,38251
1185,My Left Foot (1989),0097937,10161
1186,"Sex, Lies, and Videotape (1989)",0098724,1412
1187,Passion Fish (1992),0105107,41768
1188,Strictly Ballroom (1992),0105488,10409
1189,"Thin Blue Line, The (1988)",0096257,14285
1190,Tie Me Up! Tie Me Down! (1990),0101026,2469
1191,Madonna: Truth or Dare (1991),0102370,10174
1192,Paris Is Burning (1990),0100332,31225
1193,One Flew Over the Cuckoo's Nest (1975),0073486,510
1194,Up in Smoke (1978),0078446,11455
1196,Star Wars: Episode V - The Empire Strikes Back (1980),0080684,1891
1197,"Princess Bride, The (1987)",0093779,2493
1198,Raiders of the Lost Ark (1981),0082971,85
1199,Brazil (1985),0088846,68
1200,Aliens (1986),0090605,679
1201,"Good, The Bad and The Ugly, The (1966)",0060196,429
1202,Withnail and I (1987),0094336,13446
1203,12 Angry Men (1957),0050083,389
1204,Lawrence of Arabia (1962),0056172,947
1205,"Transformers: The Movie, The (1986)",0092106,1857
1206,"Clockwork Orange, A (1971)",0066921,185
1207,To Kill a Mockingbird (1962),0056592,595
1208,Apocalypse Now (1979),0078788,28
1209,Once Upon a Time in the West (1969),0064116,335
1210,Star Wars: Episode VI - Return of the Jedi (1983),0086190,1892
1211,Wings of Desire (Der Himmel über Berlin) (1987),0093191,144
1212,"Third Man, The (1949)",0041959,1092
1213,GoodFellas (1990),0099685,769
1214,Alien (1979),0078748,348
1215,Army of Darkness (1993),0106308,766
1216,"Big Blue, The (Le Grand Bleu) (1988)",0095250,175
1217,Ran (1985),0089881,11645
1218,"Killer, The (Die xue shuang xiong) (1989)",0097202,10835
1219,Psycho (1960),0054215,539
1220,"Blues Brothers, The (1980)",0080455,525
1221,"Godfather: Part II, The (1974)",0071562,240
1222,Full Metal Jacket (1987),0093058,600
1223,"Grand Day Out, A (1992)",0104361,530
1224,Henry V (1989),0097499,10705
1225,Amadeus (1984),0086879,279
1226,"Quiet Man, The (1952)",0045061,3109
1227,Once Upon a Time in America (1984),0087843,311
1228,Raging Bull (1980),0081398,1578
1230,Annie Hall (1977),0075686,703
1231,"Right Stuff, The (1983)",0086197,9549
1232,Stalker (1979),0079944,1398
1233,"Boat, The (Das Boot) (1981)",0082096,387
1234,"Sting, The (1973)",0070735,9277
1235,Harold and Maude (1971),0067185,343
1236,Trust (1990),0103130,37291
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0050976,490
1238,Local Hero (1983),0085859,11235
1240,"Terminator, The (1984)",0088247,218
1241,Braindead (1992),0103873,763
1242,Glory (1989),0097441,9665
1243,Rosencrantz and Guildenstern Are Dead (1990),0100519,18971
1244,Manhattan (1979),0079522,696
1245,Miller's Crossing (1990),0100150,379
1246,Dead Poets Society (1989),0097165,207
1247,"Graduate, The (1967)",0061722,37247
1248,Touch of Evil (1958),0052311,1480
1249,Nikita (La Femme Nikita) (1990),0100263,9322
1250,"Bridge on the River Kwai, The (1957)",0050212,826
1251,8 1/2 (1963),0056801,422
1252,Chinatown (1974),0071315,829
1253,"Day the Earth Stood Still, The (1951)",0043456,828
1254,"Treasure of the Sierra Madre, The (1948)",0040897,3090
1255,Bad Taste (1987),0092610,9964
1256,Duck Soup (1933),0023969,3063
1257,Better Off Dead... (1985),0088794,13667
1258,"Shining, The (1980)",0081505,694
1259,Stand by Me (1986),0092005,235
1260,M (1931),0022100,832
1261,Evil Dead II (Dead By Dawn) (1987),0092991,765
1262,"Great Escape, The (1963)",0057115,5925
1263,"Deer Hunter, The (1978)",0077416,11778
1264,Diva (1981),0082269,4485
1265,Groundhog Day (1993),0107048,137
1266,Unforgiven (1992),0105695,33
1267,"Manchurian Candidate, The (1962)",0056218,982
1268,Pump Up the Volume (1990),0100436,8428
1269,Arsenic and Old Lace (1944),0036613,212
1270,Back to the Future (1985),0088763,105
1271,Fried Green Tomatoes (1991),0101921,1633
1272,Patton (1970),0066206,11202
1273,Down by Law (1986),0090967,1554
1274,Akira (1988),0094625,149
1275,Highlander (1986),0091203,8009
1276,Cool Hand Luke (1967),0061512,903
1277,Cyrano de Bergerac (1990),0099334,11673
1278,Young Frankenstein (1974),0072431,3034
1279,Night on Earth (1991),0102536,339
1280,Raise the Red Lantern (1991),0101640,10404
1281,"Great Dictator, The (1940)",0032553,914
1282,Fantasia (1940),0032455,756
1283,High Noon (1952),0044706,288
